order_id,order_date,region,product_line,amount
SO-10076,2026-01-17,South,Services,"$2,679.21"
SO-10077,17 Jan 2026,West,Hardware,"$6,052.21"
SO-10078,17 Jan 2026,South,Hardware,"$4,426.26"
SO-10079,17 Jan 2026,West,Hardware,"$8,408.46"
SO-10080,17 Jan 2026,South,Services,"$4,603.52"
SO-10081,2026-01-17,West,Services,"$3,145.10"
SO-10082,2026-01-17,West,Services,"$1,319.09"
SO-10083,2026-01-17,East,Subscriptions,"$1,051.03"
SO-10084,2026-01-17,South,Services,"$1,915.69"
SO-10085,2026-01-17,North,Subscriptions,$168.92
SO-10086,17 Jan 2026,West,Services,$328.64
SO-10041-R,01/18/2026,South,Hardware,"(4,076.65)"
SO-10087,01/18/2026,West,Subscriptions,$733.08
SO-10088,18 Jan 2026,West,Hardware,"$7,690.25"
SO-10089,01/18/2026,East,Hardware,"$6,391.32"
SO-10090,18 Jan 2026,North,Subscriptions,"$1,405.53"
SO-10091,2026-01-19,North,Services,"$2,403.44"
SO-10092,19 Jan 2026,East,Hardware,"$8,029.90"
SO-10093,19 Jan 2026,East,Subscriptions,$816.84
SO-10094,01/20/2026,South,Subscriptions,$615.28
SO-10095,01/20/2026,East,Subscriptions,"$1,471.80"
SO-10096,01/20/2026,North,Subscriptions,"$1,358.62"
SO-10097,01/21/2026,South,Services,$353.84
SO-10098,2026-01-21,North,Subscriptions,$376.86
SO-10099,21 Jan 2026,North,Subscriptions,$760.78
SO-10100,21 Jan 2026,North,Subscriptions,$814.14
SO-10101,21 Jan 2026,South,Hardware,"$6,223.39"
SO-10102,01/21/2026,South,Services,"$3,598.28"
SO-10103,2026-01-21,West,Services,"$1,350.26"
SO-10104,22 Jan 2026,West,Subscriptions,$889.82
SO-10105,2026-01-22,North,Hardware,"$8,872.40"
SO-10106,22 Jan 2026,South,Subscriptions,$329.83
SO-10107,22 Jan 2026,East,Subscriptions,"$1,359.40"
SO-10108,22 Jan 2026,South,Hardware,"$1,966.67"
SO-10109,01/23/2026,South,Hardware,"$6,086.27"
SO-10110,23 Jan 2026,East,Subscriptions,$145.56
SO-10111,01/23/2026,North,Hardware,"$3,099.89"
SO-10112,2026-01-23,South,Services,"$2,697.68"
SO-10113,2026-01-23,South,Hardware,"$8,198.44"
SO-10114,2026-01-23,North,Hardware,"$3,340.77"
SO-10115,24 Jan 2026,East,Hardware,"$1,919.63"
SO-10116,01/24/2026,West,Hardware,"$3,260.99"
SO-10117,01/24/2026,East,Hardware,"$7,033.52"
SO-10118,01/24/2026,East,Subscriptions,$927.21
SO-10119,24 Jan 2026,West,Subscriptions,"$1,328.75"
SO-10120,2026-01-24,East,Hardware,$978.57
SO-10121,2026-01-25,South,Hardware,"$3,132.24"
SO-10122,2026-01-25,West,Hardware,"$8,470.45"
SO-10123,25 Jan 2026,East,Subscriptions,$347.29
SO-10124,2026-01-25,North,Services,"$2,996.30"
SO-10125,25 Jan 2026,South,Subscriptions,$699.86
SO-10126,26 Jan 2026,East,Subscriptions,$677.24
SO-10127,2026-01-26,South,Subscriptions,$664.07
SO-10128,2026-01-27,North,Hardware,"$4,520.29"
SO-10129,01/27/2026,South,Services,"$2,768.85"
SO-10130,01/27/2026,South,Hardware,"$5,185.55"
SO-10131,01/28/2026,West,Hardware,"$5,927.41"
SO-10132,2026-01-28,West,Hardware,$602.91
SO-10133,28 Jan 2026,West,Hardware,"$8,536.84"
SO-10134,28 Jan 2026,North,Subscriptions,$729.50
SO-10135,28 Jan 2026,West,Subscriptions,"$1,410.82"
SO-10136,2026-01-29,South,Hardware,"$7,849.62"
SO-10137,29 Jan 2026,West,Services,"$4,913.38"
SO-10138,2026-01-29,North,Hardware,"$7,691.87"
SO-10139,2026-01-29,East,Subscriptions,$808.57
SO-10140,01/29/2026,East,Services,$489.46
SO-10141,29 Jan 2026,East,Hardware,"$1,233.31"
SO-10142,2026-01-29,West,Subscriptions,$990.26
SO-10143,30 Jan 2026,East,Services,"$3,428.54"
SO-10144,30 Jan 2026,South,Hardware,"$5,094.65"
SO-10145,30 Jan 2026,South,Hardware,$925.61
SO-10146,30 Jan 2026,North,Services,$931.49
SO-10147,30 Jan 2026,West,Hardware,"$3,716.70"
SO-10148,01/30/2026,South,Subscriptions,$287.06
SO-10149,30 Jan 2026,East,Hardware,"$8,040.27"
SO-10150,01/30/2026,East,Services,"$5,468.59"
SO-10151,01/31/2026,East,Subscriptions,$764.54
SO-10152,2026-01-31,North,Subscriptions,$234.78
SO-10153,2026-01-31,North,Subscriptions,$759.68
SO-10154,1 Feb 2026,South,Hardware,"$6,762.39"
SO-10155,2026-02-01,North,Hardware,"$2,803.50"
SO-10156,1 Feb 2026,North,Subscriptions,$634.46
SO-10157,2026-02-01,South,Services,"$5,573.20"
SO-10158,2026-02-01,South,Services,"$1,575.67"
SO-10159,02/01/2026,South,Hardware,"$7,662.37"
SO-10160,2026-02-02,West,Subscriptions,$678.05
SO-10161,2026-02-02,South,Hardware,"$2,187.46"
SO-10162,2026-02-02,East,Subscriptions,$203.26
SO-10163,2026-02-02,East,Hardware,$891.65
SO-10164,2 Feb 2026,East,Services,$408.96
SO-10165,2026-02-02,South,Subscriptions,$454.05
SO-10166,3 Feb 2026,North,Subscriptions,$534.13
SO-10167,2026-02-03,North,Hardware,"$8,292.85"
SO-10168,3 Feb 2026,South,Hardware,"$3,339.87"
SO-10169,2026-02-03,South,Services,"$2,459.96"
SO-10170,2026-02-03,West,Hardware,"$3,385.37"
SO-10171,2026-02-03,East,Subscriptions,"$1,439.10"
SO-10172,2026-02-04,South,Hardware,"$1,236.74"
SO-10173,2026-02-04,East,Hardware,"$3,188.22"
SO-10174,4 Feb 2026,West,Hardware,"$7,815.38"
SO-10175,02/05/2026,North,Services,"$4,125.72"
SO-10176,5 Feb 2026,East,Hardware,"$2,796.23"
SO-10177,02/05/2026,North,Subscriptions,"$1,086.33"
SO-10178,2026-02-05,East,Services,"$4,964.97"
SO-10179,2026-02-05,South,Hardware,"$6,776.14"
SO-10180,2026-02-05,North,Services,"$1,093.71"
SO-10181,2026-02-06,South,Hardware,"$4,588.01"
SO-10182,02/06/2026,North,Subscriptions,$385.72
SO-10183,6 Feb 2026,East,Subscriptions,$658.96
SO-10184,2026-02-06,South,Subscriptions,$579.25
SO-10185,02/06/2026,South,Subscriptions,$180.68
SO-10186,02/07/2026,West,Subscriptions,$746.45
SO-10187,02/07/2026,West,Subscriptions,"$1,110.34"
SO-10188,2026-02-07,South,Services,"$1,971.74"
SO-10189,7 Feb 2026,East,Subscriptions,$252.41
SO-10190,2026-02-07,East,Subscriptions,"$1,400.95"
SO-10191,02/07/2026,North,Hardware,"$7,456.03"
SO-10179-R,02/08/2026,South,Hardware,"(6,776.14)"
SO-10192,2026-02-08,North,Services,"$1,933.73"
SO-10193,2026-02-08,South,Subscriptions,$557.75
SO-10194,2026-02-08,South,Hardware,$615.94
SO-10195,2026-02-08,South,Hardware,"$7,897.09"
SO-10196,02/08/2026,East,Hardware,"$7,345.29"
SO-10197,2026-02-08,East,Services,"$1,549.39"
SO-10198,02/09/2026,East,Subscriptions,$118.31
SO-10199,9 Feb 2026,North,Hardware,"$1,969.78"
SO-10547,2026-04-25,East,Services,"$5,124.26"
SO-10200,2026-02-09,East,Hardware,"$1,801.23"
SO-10201,02/09/2026,North,Services,"$3,809.19"
SO-10202,2026-02-09,South,Hardware,"$4,488.66"
SO-10203,9 Feb 2026,North,Subscriptions,$544.99
SO-10204,02/09/2026,East,Subscriptions,$989.04
SO-10205,10 Feb 2026,East,Subscriptions,$714.05
SO-10206,10 Feb 2026,West,Services,"$5,414.07"
SO-10207,10 Feb 2026,East,Hardware,"$3,964.78"
SO-10208,2026-02-10,West,Subscriptions,$929.43
SO-10209,02/11/2026,North,Services,"$3,458.13"
SO-10210,11 Feb 2026,West,Services,"$1,512.98"
SO-10211,2026-02-11,South,Subscriptions,$770.02
SO-10212,02/11/2026,West,Hardware,"$6,196.29"
SO-10213,12 Feb 2026,North,Services,"$2,847.15"
SO-10214,02/12/2026,East,Services,"$2,555.46"
SO-10215,13 Feb 2026,South,Subscriptions,"$1,209.16"
SO-10216,02/13/2026,North,Services,"$2,108.08"
SO-10217,2026-02-13,East,Hardware,"$4,146.95"
SO-10218,2026-02-13,South,Hardware,"$6,099.88"
SO-10219,02/13/2026,South,Hardware,"$5,108.41"
SO-10220,14 Feb 2026,South,Hardware,"$1,348.25"
SO-10221,02/14/2026,North,Hardware,"$3,674.37"
SO-10222,2026-02-14,East,Hardware,"$3,443.86"
SO-10223,14 Feb 2026,North,Hardware,$691.56
SO-10224,14 Feb 2026,South,Hardware,"$7,145.97"
SO-10225,14 Feb 2026,East,Services,"$5,353.42"
SO-10226,02/14/2026,South,Hardware,"$2,659.32"
SO-10227,14 Feb 2026,West,Services,$815.86
SO-10228,15 Feb 2026,West,Hardware,"$7,174.05"
SO-10229,2026-02-15,West,Services,"$5,028.18"
SO-10230,02/16/2026,North,Hardware,"$4,828.12"
SO-10231,02/16/2026,North,Services,"$1,029.34"
SO-10232,2026-02-16,East,Hardware,"$6,555.98"
SO-10233,02/16/2026,South,Subscriptions,$497.64
SO-10234,2026-02-16,North,Services,"$1,374.41"
SO-10235,2026-02-17,South,Hardware,"$7,382.65"
SO-10218,2026-02-13,South,Hardware,"$6,099.88"
SO-10236,17 Feb 2026,South,Services,$631.22
SO-10237,02/17/2026,West,Subscriptions,$508.14
SO-10238,17 Feb 2026,East,Hardware,"$4,971.49"
SO-10239,02/17/2026,West,Services,$493.02
SO-10225-R,2026-02-18,East,Services,"(5,353.42)"
SO-10240,02/18/2026,West,Hardware,"$4,656.73"
SO-10241,02/18/2026,East,Subscriptions,$605.14
SO-10242,2026-02-18,West,Services,$354.48
SO-10243,02/18/2026,North,Services,"$1,143.31"
SO-10244,02/18/2026,West,Subscriptions,$991.91
SO-10245,18 Feb 2026,West,Subscriptions,$918.00
SO-10246,18 Feb 2026,North,Services,"$3,327.42"
SO-10247,02/18/2026,East,Services,"$2,883.70"
SO-10248,02/19/2026,South,Hardware,"$1,571.15"
SO-10249,2026-02-19,East,Services,"$1,810.28"
SO-10647,05/16/2026,South,Hardware,"$5,702.83"
SO-10250,02/19/2026,West,Subscriptions,$830.75
SO-10251,02/20/2026,South,Subscriptions,"$1,319.28"
SO-10252,02/20/2026,North,Subscriptions,$662.10
SO-10253,2026-02-20,North,Subscriptions,$84.21
SO-10254,02/20/2026,East,Hardware,"$2,147.81"
SO-10255,02/20/2026,West,Hardware,"$5,385.55"
SO-10256,2026-02-20,West,Subscriptions,$682.24
SO-10257,02/20/2026,West,Subscriptions,$876.42
SO-10258,2026-02-21,South,Subscriptions,$787.37
SO-10259,2026-02-21,West,Subscriptions,$951.71
SO-10260,21 Feb 2026,East,Subscriptions,$677.14
SO-10261,02/21/2026,West,Hardware,"$8,829.95"
SO-10262,2026-02-21,North,Subscriptions,"$1,269.19"
SO-10263,02/21/2026,East,Subscriptions,"$1,475.09"
SO-10264,21 Feb 2026,West,Hardware,"$6,228.44"
SO-10265,02/21/2026,North,Hardware,"$8,619.98"
SO-10266,22 Feb 2026,North,Services,"$4,464.70"
SO-10267,2026-02-22,West,Hardware,"$8,122.82"
SO-10268,2026-02-22,East,Subscriptions,$794.97
SO-10269,02/23/2026,East,Hardware,"$2,222.08"
SO-10270,02/23/2026,West,Subscriptions,$207.55
SO-10271,2026-02-23,North,Subscriptions,"$1,148.78"
SO-10272,2026-02-23,North,Services,"$3,880.40"
SO-10273,23 Feb 2026,West,Services,"$4,415.94"
SO-10274,2026-02-23,West,Subscriptions,$428.69
SO-10275,02/24/2026,East,Hardware,"$2,797.11"
SO-10276,2026-02-24,South,Services,"$4,709.11"
SO-10277,02/24/2026,North,Subscriptions,$242.69
SO-10278,02/24/2026,West,Hardware,"$6,164.75"
SO-10279,2026-02-24,East,Hardware,"$3,505.20"
SO-10280,24 Feb 2026,East,Hardware,"$2,844.63"
SO-10281,02/24/2026,North,Subscriptions,$801.16
SO-10282,25 Feb 2026,North,Subscriptions,"$1,294.23"
SO-10283,25 Feb 2026,North,Hardware,"$7,307.82"
SO-10284,02/25/2026,West,Subscriptions,"$1,477.78"
SO-10285,02/25/2026,North,Services,"$5,111.15"
SO-10286,26 Feb 2026,South,Subscriptions,"$1,455.71"
SO-10287,2026-02-26,North,Services,"$5,547.65"
SO-10288,2026-02-26,North,Hardware,"$5,186.49"
SO-10289,2026-02-26,West,Hardware,"$6,481.75"
SO-10290,02/26/2026,West,Hardware,"$5,559.65"
SO-10291,26 Feb 2026,West,Services,$364.84
SO-10292,27 Feb 2026,West,Subscriptions,"$1,212.29"
SO-10293,02/27/2026,South,Services,$595.18
SO-10294,2026-02-27,North,Subscriptions,$640.01
SO-10295,02/27/2026,West,Subscriptions,$485.44
SO-10811,17 Jun 2026,East,Hardware,"$5,702.83"
SO-10296,27 Feb 2026,North,Services,"$4,909.45"
SO-10297,27 Feb 2026,South,Hardware,"$6,957.85"
SO-10298,28 Feb 2026,West,Subscriptions,$267.81
SO-10299,28 Feb 2026,East,Subscriptions,"$1,230.51"
SO-10300,2026-02-28,North,Subscriptions,"$1,124.46"
SO-10301,28 Feb 2026,East,Hardware,"$1,224.94"
SO-10302,2026-03-01,South,Hardware,"$1,183.86"
SO-10303,03/01/2026,South,Hardware,"$3,583.79"
SO-10304,2026-03-01,West,Subscriptions,$384.98
SO-10305,03/02/2026,East,Subscriptions,$534.23
SO-10306,03/02/2026,South,Services,"$1,533.35"
SO-10307,2026-03-02,West,Subscriptions,"$1,445.63"
SO-10308,2026-03-02,West,Hardware,"$2,902.58"
SO-10309,03/03/2026,West,Hardware,"$4,790.23"
SO-10310,03/03/2026,West,Services,$880.62
SO-10311,03/03/2026,West,Services,"$2,465.37"
SO-10312,2026-03-03,South,Services,$698.23
SO-10313,03/04/2026,West,Hardware,"$6,054.86"
SO-10314,4 Mar 2026,East,Subscriptions,"$1,439.76"
SO-10315,2026-03-04,East,Hardware,"$1,891.50"
SO-10316,2026-03-04,West,Hardware,$617.89
SO-10317,2026-03-05,West,Hardware,"$3,068.30"
SO-10318,2026-03-05,East,Hardware,"$3,381.23"
SO-10319,2026-03-05,West,Subscriptions,$903.39
SO-10320,03/05/2026,East,Hardware,"$3,701.65"
SO-10321,5 Mar 2026,South,Hardware,"$6,936.36"
SO-10322,6 Mar 2026,East,Services,"$4,794.39"
SO-10323,7 Mar 2026,West,Subscriptions,$428.55
SO-10324,2026-03-07,East,Subscriptions,$695.09
SO-10325,7 Mar 2026,West,Services,"$5,816.02"
SO-10326,8 Mar 2026,East,Hardware,"$1,395.74"
SO-10327,2026-03-08,East,Subscriptions,$639.49
SO-10328,2026-03-09,South,Services,$941.07
SO-10329,2026-03-09,East,Hardware,"$2,644.26"
SO-10330,2026-03-09,South,Services,"$3,436.25"
SO-10331,2026-03-09,South,Subscriptions,"$1,265.12"
SO-10332,03/10/2026,West,Hardware,"$1,164.76"
SO-10333,03/10/2026,East,Subscriptions,$452.60
SO-10334,03/10/2026,South,Services,"$4,917.68"
SO-10335,2026-03-11,East,Hardware,"$4,723.49"
SO-10336,11 Mar 2026,East,Subscriptions,$351.72
SO-10337,03/12/2026,East,Subscriptions,$606.15
SO-10338,03/12/2026,East,Hardware,"$5,873.71"
SO-10339,2026-03-12,East,Subscriptions,$819.39
SO-10340,03/13/2026,East,Subscriptions,$719.63
SO-10341,03/13/2026,South,Subscriptions,$226.05
SO-10342,13 Mar 2026,West,Subscriptions,$268.82
SO-10343,03/14/2026,West,Hardware,"$7,879.30"
SO-10344,03/14/2026,South,Hardware,"$4,725.98"
SO-10345,2026-03-14,West,Hardware,"$1,774.39"
SO-10346,14 Mar 2026,West,Hardware,"$8,383.85"
SO-10347,2026-03-14,South,Subscriptions,$732.25
SO-10348,03/16/2026,East,Hardware,"$2,871.70"
SO-10349,03/16/2026,South,Subscriptions,$355.47
SO-10350,2026-03-16,East,Hardware,"$2,524.30"
SO-10351,03/17/2026,East,Subscriptions,"$1,443.98"
SO-10352,03/17/2026,West,Subscriptions,"$1,431.45"
SO-10353,03/17/2026,South,Hardware,$584.96
SO-10354,03/17/2026,West,Services,"$1,868.56"
SO-10355,18 Mar 2026,East,Hardware,"$2,445.86"
SO-10356,03/18/2026,East,Subscriptions,"$1,386.30"
SO-10357,03/18/2026,South,Subscriptions,$832.83
SO-10358,19 Mar 2026,East,Subscriptions,"$1,219.56"
SO-10359,03/19/2026,West,Subscriptions,$714.82
SO-10360,03/19/2026,West,Subscriptions,"$1,163.21"
SO-10361,03/20/2026,South,Subscriptions,$427.72
SO-10362,03/20/2026,East,Hardware,"$3,368.50"
SO-10363,2026-03-20,East,Services,"$1,343.22"
SO-10364,20 Mar 2026,East,Services,"$2,143.87"
SO-10365,2026-03-20,South,Hardware,"$7,391.98"
SO-10366,21 Mar 2026,West,Services,"$1,517.06"
SO-10367,03/21/2026,South,Subscriptions,"$1,249.53"
SO-10368,21 Mar 2026,South,Subscriptions,"$1,094.23"
SO-10369,03/21/2026,East,Hardware,"$3,159.07"
SO-10370,2026-03-21,East,Subscriptions,$639.51
SO-10371,03/22/2026,West,Subscriptions,$130.39
SO-10372,03/22/2026,West,Subscriptions,$526.13
SO-10373,03/22/2026,East,Services,"$2,644.55"
SO-10374,03/23/2026,South,Subscriptions,"$1,497.87"
SO-10375,2026-03-23,South,Subscriptions,$152.00
SO-10376,2026-03-23,West,Hardware,"$3,463.17"
SO-10377,2026-03-23,South,Subscriptions,$356.17
SO-10378,23 Mar 2026,South,Subscriptions,$987.81
SO-10379,03/24/2026,East,Hardware,$656.88
SO-10380,2026-03-24,East,Subscriptions,$112.57
SO-10381,24 Mar 2026,West,Hardware,"$6,461.96"
SO-10382,03/24/2026,South,Hardware,"$2,994.61"
SO-10383,03/24/2026,East,Hardware,"$1,962.30"
SO-10384,24 Mar 2026,South,Hardware,$511.21
SO-10385,03/24/2026,East,Hardware,"$7,397.23"
SO-10386,03/26/2026,East,Services,$438.17
SO-10387,2026-03-26,East,Services,$483.49
SO-10388,03/26/2026,West,Services,"$3,354.12"
SO-10389,03/26/2026,East,Services,$987.17
SO-10390,2026-03-26,South,Hardware,"$1,482.22"
SO-10391,2026-03-26,South,Hardware,"$4,116.48"
SO-10392,2026-03-27,South,Services,"$5,126.67"
SO-10393,03/27/2026,South,Subscriptions,"$1,408.45"
SO-10394,03/27/2026,East,Subscriptions,$266.81
SO-10395,03/27/2026,South,Subscriptions,$485.49
SO-10396,2026-03-27,West,Subscriptions,"$1,040.60"
SO-10397,2026-03-27,South,Services,"$5,021.45"
SO-10398,2026-03-27,West,Services,"$5,058.80"
SO-10399,2026-03-27,South,Services,"$2,015.99"
SO-10400,2026-03-28,East,Services,"$4,706.55"
SO-10401,03/28/2026,South,Subscriptions,$686.45
SO-10402,2026-03-28,West,Subscriptions,"$1,285.12"
SO-10403,03/29/2026,West,Hardware,"$3,901.04"
SO-10404,29 Mar 2026,East,Services,"$5,539.21"
SO-10405,2026-03-29,South,Subscriptions,$195.47
SO-10406,2026-03-29,West,Services,"$2,339.00"
SO-10407,30 Mar 2026,West,Services,"$2,824.69"
SO-10408,2026-03-30,South,Hardware,"$4,468.05"
SO-10409,03/30/2026,South,Hardware,"$7,796.84"
SO-10410,03/31/2026,West,Hardware,"$2,337.72"
SO-10411,2026-03-31,West,Subscriptions,$764.77
SO-10399-R,31 Mar 2026,South,Services,"(1,008.00)"
SO-10412,2026-03-31,South,Hardware,"$5,121.98"
SO-10413,04/01/2026,West,Hardware,"$2,330.03"
SO-10414,04/01/2026,West,Services,"$2,012.37"
SO-10415,1 Apr 2026,East,Subscriptions,$763.23
SO-10416,1 Apr 2026,West,Services,"$3,332.00"
SO-10417,1 Apr 2026,South,Subscriptions,$139.70
SO-10418,2 Apr 2026,East,Subscriptions,$641.23
SO-10419,2026-04-02,East,Services,"$5,553.29"
SO-10420,2 Apr 2026,South,Hardware,"$6,724.74"
SO-10421,2026-04-02,South,Services,"$4,448.16"
SO-10422,2 Apr 2026,West,Subscriptions,$370.40
SO-10423,3 Apr 2026,South,Services,"$2,097.10"
SO-10424,04/03/2026,North,Subscriptions,$393.10
SO-10425,3 Apr 2026,West,Services,"$5,144.65"
SO-10426,2026-04-03,West,Hardware,"$3,138.84"
SO-10427,2026-04-03,North,Subscriptions,$408.17
SO-10428,2026-04-03,South,Subscriptions,$212.97
SO-10429,2026-04-03,South,Subscriptions,$178.47
SO-10430,04/03/2026,North,Hardware,"$6,117.77"
SO-10431,04/04/2026,East,Services,"$5,030.80"
SO-10432,4 Apr 2026,West,Hardware,"$4,152.43"
SO-10433,04/04/2026,West,Services,"$5,508.61"
SO-10434,5 Apr 2026,West,Subscriptions,$148.88
SO-10435,5 Apr 2026,North,Services,"$5,045.17"
SO-10436,5 Apr 2026,West,Subscriptions,$409.42
SO-10437,2026-04-05,West,Hardware,"$6,300.74"
SO-10438,2026-04-05,North,Services,"$2,012.99"
SO-10439,5 Apr 2026,North,Hardware,"$8,878.74"
SO-10440,2026-04-05,North,Subscriptions,$882.96
SO-10441,5 Apr 2026,West,Services,"$4,095.48"
SO-10750,06/06/2026,South,Services,"$5,754.51"
SO-10442,04/05/2026,South,Subscriptions,$714.54
SO-10443,04/06/2026,West,Subscriptions,$718.08
SO-10444,04/06/2026,East,Hardware,"$7,165.63"
SO-10209,02/11/2026,North,Services,"$3,458.13"
SO-10445,04/06/2026,East,Subscriptions,"$1,247.19"
SO-10446,2026-04-06,North,Hardware,"$8,468.57"
SO-10419-R,04/06/2026,East,Services,"(5,553.29)"
SO-10447,04/07/2026,East,Services,"$1,758.75"
SO-10448,2026-04-07,South,Services,"$1,531.04"
SO-10449,2026-04-07,South,Subscriptions,$239.05
SO-10450,7 Apr 2026,East,Hardware,"$7,459.52"
SO-10451,2026-04-08,West,Subscriptions,$282.28
SO-10452,8 Apr 2026,South,Services,"$1,049.78"
SO-10453,2026-04-08,West,Hardware,"$3,938.54"
SO-10454,2026-04-08,East,Hardware,"$5,980.69"
SO-10455,04/08/2026,South,Services,"$5,991.18"
SO-10456,8 Apr 2026,North,Services,"$4,432.16"
SO-10457,9 Apr 2026,East,Services,"$5,167.86"
SO-10458,2026-04-09,South,Hardware,"$8,545.39"
SO-10413-R,04/09/2026,West,Hardware,"(1,165.02)"
SO-10459,2026-04-09,South,Hardware,"$4,427.00"
SO-10460,2026-04-09,East,Services,"$5,715.44"
SO-10461,2026-04-09,East,Hardware,"$7,018.92"
SO-10462,2026-04-09,West,Hardware,"$6,096.91"
SO-10463,2026-04-09,East,Hardware,"$8,533.60"
SO-10464,2026-04-09,West,Hardware,"$4,544.91"
SO-10465,04/09/2026,North,Subscriptions,"$1,114.85"
SO-10466,10 Apr 2026,South,Subscriptions,"$1,414.60"
SO-10802,15 Jun 2026,West,Services,"$2,572.27"
SO-10467,10 Apr 2026,West,Hardware,"$5,504.73"
SO-10468,2026-04-10,West,Subscriptions,$472.96
SO-10469,10 Apr 2026,West,Hardware,"$2,487.86"
SO-10470,2026-04-10,South,Hardware,"$5,598.60"
SO-10471,10 Apr 2026,North,Hardware,"$5,951.74"
SO-10472,04/10/2026,West,Hardware,"$2,628.27"
SO-10473,04/10/2026,North,Services,"$2,575.94"
SO-10474,2026-04-10,West,Services,$393.52
SO-10475,2026-04-11,East,Subscriptions,$852.26
SO-10476,2026-04-11,North,Hardware,"$3,915.77"
