order_id,order_date,region,product_line,amount
SO-10095,20 Jan 2026,West,Hardware,$763.03
SO-10096,2026-01-20,West,Subscriptions,$215.44
SO-10097,2026-01-21,East,Hardware,"$8,744.07"
SO-10098,01/22/2026,North,Subscriptions,"$1,439.11"
SO-10099,22 Jan 2026,East,Subscriptions,$826.73
SO-10100,2026-01-22,South,Services,"$1,353.58"
SO-10101,22 Jan 2026,West,Hardware,"$6,929.40"
SO-10102,2026-01-22,South,Hardware,"$2,670.31"
SO-10103,23 Jan 2026,West,Services,"$2,753.01"
SO-10104,01/23/2026,East,Subscriptions,$561.22
SO-10105,23 Jan 2026,West,Subscriptions,$232.22
SO-10106,2026-01-24,East,Hardware,"$3,619.27"
SO-10107,2026-01-24,East,Hardware,"$8,808.90"
SO-10108,24 Jan 2026,North,Subscriptions,$703.33
SO-10109,01/24/2026,South,Hardware,"$3,547.99"
SO-10110,24 Jan 2026,North,Hardware,$769.64
SO-10111,01/24/2026,North,Hardware,"$6,532.62"
SO-10112,2026-01-25,South,Subscriptions,"$1,332.89"
SO-10113,2026-01-25,South,Hardware,"$1,909.42"
SO-10114,2026-01-25,North,Hardware,"$7,539.59"
SO-10115,2026-01-26,North,Subscriptions,$730.57
SO-10116,26 Jan 2026,East,Subscriptions,$186.38
SO-10117,01/26/2026,East,Subscriptions,$846.39
SO-10118,26 Jan 2026,East,Hardware,"$8,580.26"
SO-10119,26 Jan 2026,West,Hardware,"$6,394.45"
SO-10120,01/26/2026,West,Hardware,"$2,225.68"
SO-10121,26 Jan 2026,East,Services,"$5,861.32"
SO-10122,26 Jan 2026,North,Services,"$5,739.22"
SO-10123,01/27/2026,East,Subscriptions,$262.28
SO-10124,2026-01-27,West,Hardware,"$2,590.52"
SO-10125,27 Jan 2026,East,Subscriptions,"$1,017.82"
SO-10126,28 Jan 2026,East,Services,"$3,721.41"
SO-10127,01/28/2026,West,Hardware,"$1,481.23"
SO-10128,01/28/2026,West,Hardware,"$2,368.64"
SO-10129,2026-01-28,West,Subscriptions,"$1,415.84"
SO-10130,28 Jan 2026,East,Subscriptions,"$1,046.30"
SO-10131,01/28/2026,East,Services,$297.10
SO-10132,28 Jan 2026,North,Hardware,$523.76
SO-10133,01/28/2026,North,Services,"$2,511.78"
SO-10134,29 Jan 2026,East,Hardware,"$7,345.23"
SO-10135,2026-01-29,East,Hardware,"$1,375.48"
SO-10136,29 Jan 2026,East,Subscriptions,$801.34
SO-10137,29 Jan 2026,South,Subscriptions,$161.11
SO-10138,01/29/2026,West,Services,"$3,768.64"
SO-10139,01/29/2026,West,Hardware,"$1,528.82"
SO-10169,02/04/2026,North,Hardware,"$3,856.09"
SO-10140,29 Jan 2026,North,Hardware,$589.74
SO-10141,30 Jan 2026,East,Services,"$2,629.34"
SO-10142,01/30/2026,West,Subscriptions,"$1,249.62"
SO-10143,30 Jan 2026,North,Services,"$1,585.01"
SO-10144,30 Jan 2026,North,Services,"$3,169.37"
SO-10145,2026-01-31,East,Subscriptions,$563.91
SO-10146,2026-01-31,North,Subscriptions,$410.98
SO-10122-R,2026-01-31,North,Services,"(5,739.22)"
SO-10147,31 Jan 2026,West,Hardware,"$4,434.21"
SO-10148,31 Jan 2026,West,Hardware,$969.56
SO-10149,2026-01-31,East,Services,"$2,700.88"
SO-10141-R,2026-01-31,East,Services,"(2,629.34)"
SO-10150,2026-01-31,North,Services,"$2,281.33"
SO-10151,2026-01-31,East,Subscriptions,$583.65
SO-10152,02/01/2026,West,Subscriptions,$318.01
SO-10153,2026-02-01,East,Subscriptions,$873.82
SO-10154,1 Feb 2026,West,Subscriptions,"$1,114.67"
SO-10155,02/01/2026,South,Services,"$5,569.69"
SO-10156,2026-02-01,West,Hardware,$933.00
SO-10157,2026-02-02,East,Services,$642.76
SO-10158,2 Feb 2026,East,Subscriptions,"$1,096.46"
SO-10159,2 Feb 2026,West,Hardware,$760.77
SO-10160,2026-02-02,West,Subscriptions,$583.30
SO-10161,2 Feb 2026,East,Hardware,"$6,742.38"
SO-10162,2026-02-02,East,Hardware,"$4,972.55"
SO-10163,02/02/2026,North,Subscriptions,$307.52
SO-10164,02/02/2026,North,Subscriptions,$388.98
SO-10304,2026-02-28,East,Services,"$3,065.74"
SO-10165,02/03/2026,South,Subscriptions,$827.46
SO-10166,2026-02-03,South,Services,"$1,499.94"
SO-10167,3 Feb 2026,North,Hardware,"$2,569.34"
SO-10168,02/04/2026,West,Hardware,"$2,468.81"
SO-10169,02/04/2026,North,Hardware,"$3,856.09"
SO-10170,2026-02-04,North,Hardware,"$6,130.30"
SO-10171,2026-02-04,East,Subscriptions,$495.05
SO-10172,2026-02-04,West,Subscriptions,"$1,094.94"
SO-10173,4 Feb 2026,North,Hardware,"$7,773.07"
SO-10174,02/04/2026,East,Hardware,"$1,972.91"
SO-10175,02/05/2026,East,Hardware,"$4,166.99"
SO-10176,02/05/2026,South,Hardware,"$1,862.63"
SO-10177,02/05/2026,East,Hardware,"$3,551.45"
SO-10178,02/05/2026,West,Subscriptions,"$1,054.18"
SO-10179,02/05/2026,West,Hardware,"$5,102.03"
SO-10180,6 Feb 2026,East,Subscriptions,$241.65
SO-10181,2026-02-06,West,Services,"$2,292.36"
SO-10182,02/06/2026,North,Services,"$1,474.57"
SO-10183,02/07/2026,West,Subscriptions,$852.18
SO-10184,02/07/2026,North,Subscriptions,"$1,411.89"
SO-10185,02/07/2026,South,Services,"$4,423.46"
SO-10186,7 Feb 2026,North,Services,"$2,011.72"
SO-10187,2026-02-07,South,Subscriptions,"$1,309.00"
SO-10188,7 Feb 2026,South,Subscriptions,$777.75
SO-10189,02/08/2026,East,Hardware,"$3,727.35"
SO-10190,2026-02-08,North,Hardware,$743.40
SO-10191,02/08/2026,South,Subscriptions,"$1,367.66"
SO-10192,2026-02-08,East,Services,"$3,063.74"
SO-10193,2026-02-08,North,Subscriptions,"$1,432.19"
SO-10194,02/08/2026,West,Services,$735.81
SO-10195,2026-02-09,West,Hardware,$647.22
SO-10196,02/09/2026,East,Hardware,"$5,080.66"
SO-10197,2026-02-09,North,Hardware,$788.89
SO-10198,02/09/2026,North,Hardware,"$5,710.82"
SO-10199,02/09/2026,South,Subscriptions,$91.76
SO-10200,2026-02-09,East,Subscriptions,"$1,317.02"
SO-10201,02/09/2026,East,Subscriptions,"$1,275.62"
SO-10202,02/09/2026,South,Subscriptions,"$1,376.30"
SO-10203,2026-02-10,East,Subscriptions,"$1,328.37"
SO-10204,10 Feb 2026,South,Hardware,"$4,175.56"
SO-10205,10 Feb 2026,North,Services,"$1,962.81"
SO-10206,10 Feb 2026,South,Subscriptions,"$1,491.38"
SO-10207,02/10/2026,North,Hardware,"$2,107.25"
SO-10208,02/10/2026,North,Subscriptions,"$1,393.60"
SO-10209,02/11/2026,North,Subscriptions,$347.02
SO-10210,02/11/2026,West,Subscriptions,$512.00
SO-10211,02/11/2026,North,Subscriptions,$242.15
SO-10212,11 Feb 2026,South,Services,"$3,545.38"
SO-10213,11 Feb 2026,East,Services,"$2,380.63"
SO-10214,02/11/2026,West,Services,$737.05
SO-10215,2026-02-11,West,Subscriptions,"$1,483.35"
SO-10216,12 Feb 2026,East,Hardware,"$8,543.87"
SO-10217,02/12/2026,South,Subscriptions,$739.69
SO-10218,02/13/2026,South,Subscriptions,$771.65
SO-10219,02/13/2026,East,Services,"$2,472.57"
SO-10220,2026-02-13,West,Hardware,"$5,651.01"
SO-10221,2026-02-13,South,Hardware,"$6,001.43"
SO-10222,13 Feb 2026,South,Hardware,"$2,711.64"
SO-10223,2026-02-13,West,Hardware,"$3,871.63"
SO-10224,13 Feb 2026,South,Services,"$5,571.30"
SO-10225,02/14/2026,East,Subscriptions,$407.39
SO-10226,02/14/2026,South,Subscriptions,$883.59
SO-10227,14 Feb 2026,South,Hardware,"$4,767.20"
SO-10228,02/14/2026,East,Services,"$5,845.00"
SO-10155,02/01/2026,South,Services,"$5,569.69"
SO-10229,14 Feb 2026,South,Services,"$3,813.30"
SO-10230,02/14/2026,South,Subscriptions,$601.37
SO-10231,2026-02-15,South,Services,"$3,031.41"
SO-10232,02/15/2026,East,Hardware,"$2,336.37"
SO-10233,2026-02-15,West,Hardware,"$1,929.52"
SO-10234,02/15/2026,West,Hardware,$982.75
SO-10235,15 Feb 2026,East,Services,"$5,553.79"
SO-10236,2026-02-15,North,Hardware,"$7,776.14"
SO-10237,2026-02-16,West,Services,"$5,304.67"
SO-10238,2026-02-16,West,Hardware,"$5,988.32"
SO-10239,16 Feb 2026,West,Subscriptions,"$1,287.62"
SO-10240,02/17/2026,South,Services,"$3,611.44"
SO-10241,02/17/2026,West,Hardware,"$3,095.82"
SO-10242,2026-02-17,East,Subscriptions,$311.55
SO-10243,17 Feb 2026,South,Subscriptions,$974.55
SO-10244,2026-02-17,South,Services,$375.63
SO-10245,2026-02-17,North,Subscriptions,$541.99
SO-10246,17 Feb 2026,South,Subscriptions,"$1,414.27"
SO-10247,2026-02-18,West,Hardware,"$2,965.27"
SO-10248,18 Feb 2026,West,Hardware,$777.24
SO-10249,02/18/2026,South,Subscriptions,"$1,094.81"
SO-10250,02/18/2026,South,Subscriptions,$121.28
SO-10251,18 Feb 2026,East,Subscriptions,$130.19
SO-10252,02/18/2026,West,Subscriptions,$653.72
SO-10253,2026-02-19,North,Services,"$2,199.80"
SO-10254,02/19/2026,North,Services,"$2,423.73"
SO-10255,19 Feb 2026,West,Hardware,"$4,954.56"
SO-10256,02/19/2026,North,Hardware,$472.08
SO-10257,20 Feb 2026,East,Hardware,"$2,446.45"
SO-10258,2026-02-20,North,Subscriptions,$442.51
SO-10259,2026-02-20,West,Hardware,"$3,018.16"
SO-10260,21 Feb 2026,North,Services,"$3,220.45"
SO-10261,2026-02-21,South,Subscriptions,$763.62
SO-10262,21 Feb 2026,North,Hardware,"$6,136.67"
SO-10263,2026-02-21,East,Subscriptions,$791.63
SO-10264,2026-02-22,North,Subscriptions,$163.47
SO-10265,2026-02-22,North,Hardware,"$6,448.51"
SO-10266,02/22/2026,North,Hardware,"$3,623.49"
SO-10267,22 Feb 2026,North,Subscriptions,"$1,261.79"
SO-10268,2026-02-23,South,Subscriptions,$87.82
SO-10269,2026-02-23,East,Subscriptions,$378.41
SO-10270,02/23/2026,East,Subscriptions,$710.87
SO-10271,02/23/2026,North,Subscriptions,$133.14
SO-10272,2026-02-23,West,Hardware,$728.79
SO-10273,2026-02-23,West,Hardware,"$8,531.26"
SO-10274,02/23/2026,West,Subscriptions,$505.39
SO-10275,23 Feb 2026,West,Hardware,"$5,120.63"
SO-10276,23 Feb 2026,North,Services,"$1,028.24"
SO-10277,2026-02-23,East,Subscriptions,"$1,152.85"
SO-10278,2026-02-23,South,Hardware,"$3,255.18"
SO-10279,2026-02-24,East,Subscriptions,$599.42
SO-10280,24 Feb 2026,East,Hardware,"$2,055.79"
SO-10281,2026-02-24,East,Hardware,"$3,326.75"
SO-10282,24 Feb 2026,North,Subscriptions,$376.91
SO-10283,02/24/2026,West,Subscriptions,$806.36
SO-10284,02/24/2026,South,Hardware,"$8,820.14"
SO-10285,2026-02-24,East,Subscriptions,"$1,462.32"
SO-10286,2026-02-25,West,Services,"$2,787.48"
SO-10287,2026-02-25,East,Hardware,"$2,311.59"
SO-10288,2026-02-25,South,Subscriptions,$892.19
SO-10289,25 Feb 2026,South,Services,"$1,187.08"
SO-10290,02/26/2026,North,Hardware,"$1,462.65"
SO-10291,2026-02-26,East,Services,"$1,514.06"
SO-10292,02/26/2026,East,Subscriptions,$473.22
SO-10293,26 Feb 2026,South,Hardware,$814.17
SO-10257-R,26 Feb 2026,East,Hardware,"(2,446.45)"
SO-10294,02/26/2026,West,Hardware,"$8,020.16"
SO-10295,2026-02-26,East,Hardware,"$7,156.31"
SO-10296,27 Feb 2026,North,Services,"$1,545.90"
SO-10297,2026-02-27,West,Subscriptions,"$1,269.42"
SO-10298,02/27/2026,North,Subscriptions,$767.99
SO-10260-R,2026-02-27,North,Services,"(1,610.22)"
SO-10305-R,28 Feb 2026,South,Hardware,"(7,082.33)"
SO-10299,2026-02-28,South,Subscriptions,"$1,226.58"
SO-10300,2026-02-28,West,Services,$675.61
SO-10301,2026-02-28,West,Hardware,$656.07
SO-10302,28 Feb 2026,South,Services,"$4,757.70"
SO-10303,2026-02-28,East,Hardware,"$2,091.41"
SO-10304,2026-02-28,East,Services,"$3,065.74"
SO-10305,2026-02-28,South,Hardware,"$7,082.33"
SO-10306,28 Feb 2026,South,Services,$286.81
SO-10307,1 Mar 2026,West,Hardware,"$2,684.27"
SO-10308,1 Mar 2026,South,Hardware,"$8,268.98"
SO-10309,2026-03-02,East,Services,"$4,425.34"
SO-10310,2 Mar 2026,South,Subscriptions,"$1,052.37"
SO-10311,03/02/2026,South,Subscriptions,$838.97
SO-10312,2026-03-02,East,Services,"$5,156.30"
SO-10313,2 Mar 2026,East,Hardware,"$2,869.54"
SO-10314,03/02/2026,South,Hardware,"$1,180.47"
SO-10315,2026-03-03,West,Subscriptions,$327.41
SO-10316,03/03/2026,South,Services,$961.78
SO-10317,3 Mar 2026,West,Hardware,"$7,840.08"
SO-10318,03/03/2026,East,Subscriptions,"$1,011.50"
SO-10319,2026-03-03,East,Subscriptions,"$1,042.72"
SO-10320,4 Mar 2026,West,Services,$478.53
SO-10321,4 Mar 2026,South,Hardware,"$6,944.84"
SO-10322,03/05/2026,East,Hardware,"$2,968.81"
SO-10323,03/06/2026,West,Subscriptions,$522.48
SO-10324,6 Mar 2026,East,Subscriptions,"$1,269.89"
SO-10325,6 Mar 2026,East,Subscriptions,$341.21
SO-10326,6 Mar 2026,West,Subscriptions,$931.77
SO-10327,7 Mar 2026,South,Subscriptions,"$1,017.06"
SO-10328,2026-03-07,East,Hardware,"$1,551.36"
SO-10329,2026-03-08,West,Hardware,"$4,483.59"
SO-10330,8 Mar 2026,South,Subscriptions,$226.64
SO-10331,8 Mar 2026,South,Hardware,"$5,548.72"
SO-10332,2026-03-08,East,Services,"$1,018.11"
SO-10333,03/08/2026,West,Subscriptions,$624.90
SO-10334,9 Mar 2026,South,Hardware,"$2,493.97"
SO-10335,03/09/2026,East,Hardware,"$5,882.99"
SO-10336,03/09/2026,West,Hardware,"$2,607.98"
SO-10337,2026-03-09,South,Hardware,"$5,167.22"
SO-10338,03/09/2026,South,Subscriptions,$788.24
SO-10339,9 Mar 2026,South,Subscriptions,$334.24
SO-10340,9 Mar 2026,South,Hardware,"$5,799.73"
SO-10341,03/09/2026,West,Services,"$2,296.19"
SO-10342,03/10/2026,South,Hardware,"$2,689.37"
SO-10343,10 Mar 2026,East,Hardware,"$2,871.66"
SO-10344,10 Mar 2026,South,Services,"$5,093.72"
SO-10345,2026-03-10,East,Hardware,"$3,825.12"
SO-10346,2026-03-11,West,Subscriptions,"$1,021.04"
SO-10347,2026-03-11,South,Hardware,$570.44
SO-10348,03/11/2026,East,Services,"$3,544.11"
SO-10349,11 Mar 2026,East,Hardware,"$2,631.23"
SO-10350,03/12/2026,East,Hardware,"$7,237.94"
SO-10351,2026-03-12,East,Hardware,$980.60
SO-10352,12 Mar 2026,East,Services,"$4,745.16"
SO-10353,12 Mar 2026,East,Services,"$5,519.17"
SO-10354,03/12/2026,East,Subscriptions,$599.84
SO-10355,13 Mar 2026,East,Hardware,"$2,702.52"
SO-10356,03/14/2026,East,Services,"$1,500.08"
SO-10357,03/14/2026,West,Hardware,"$8,367.53"
SO-10358,2026-03-14,South,Hardware,"$1,500.50"
SO-10359,03/14/2026,East,Services,"$1,756.91"
SO-10360,2026-03-15,West,Hardware,"$8,267.16"
SO-10361,15 Mar 2026,East,Subscriptions,$754.47
SO-10362,03/15/2026,West,Services,"$5,626.92"
SO-10363,16 Mar 2026,West,Subscriptions,"$1,047.57"
SO-10364,03/16/2026,West,Subscriptions,"$1,404.75"
SO-10365,16 Mar 2026,West,Subscriptions,"$1,281.89"
SO-10366,2026-03-16,South,Hardware,"$1,487.34"
SO-10367,2026-03-16,West,Services,"$5,665.18"
SO-10368,17 Mar 2026,West,Services,"$5,104.04"
SO-10369,2026-03-17,West,Hardware,"$1,701.26"
SO-10370,03/17/2026,South,Subscriptions,$252.75
SO-10371,2026-03-17,West,Subscriptions,$807.34
SO-10372,17 Mar 2026,South,Hardware,"$6,265.91"
SO-10373,2026-03-18,West,Services,"$3,277.91"
SO-10374,18 Mar 2026,East,Subscriptions,$292.28
SO-10375,2026-03-19,East,Subscriptions,"$1,359.55"
SO-10376,03/19/2026,West,Hardware,"$8,069.05"
SO-10377,20 Mar 2026,South,Hardware,"$6,715.93"
SO-10378,2026-03-21,East,Services,$359.53
SO-10797,2026-06-14,East,Hardware,"$8,881.59"
SO-10379,21 Mar 2026,South,Services,"$3,382.58"
SO-10380,03/21/2026,South,Services,"$2,211.17"
SO-10381,03/21/2026,East,Hardware,"$1,769.48"
SO-10382,22 Mar 2026,South,Subscriptions,"$1,365.21"
SO-10383,2026-03-22,South,Subscriptions,"$1,033.74"
SO-10384,03/22/2026,West,Subscriptions,$397.99
SO-10385,2026-03-22,East,Subscriptions,"$1,008.95"
SO-10386,22 Mar 2026,East,Hardware,"$6,223.41"
SO-10387,23 Mar 2026,South,Hardware,"$4,826.31"
SO-10388,2026-03-23,West,Subscriptions,$645.78
SO-10389,03/23/2026,South,Services,"$4,771.94"
SO-10390,24 Mar 2026,West,Services,"$4,347.83"
SO-10391,03/24/2026,East,Services,"$4,101.01"
SO-10392,24 Mar 2026,West,Hardware,"$4,271.72"
SO-10393,2026-03-25,South,Subscriptions,"$1,302.69"
SO-10394,03/25/2026,West,Subscriptions,$236.37
SO-10395,2026-03-25,South,Services,"$2,545.00"
SO-10396,03/25/2026,South,Services,"$4,029.37"
SO-10397,03/26/2026,South,Services,"$1,475.79"
SO-10398,03/27/2026,West,Subscriptions,$481.48
SO-10399,2026-03-27,West,Services,"$2,853.76"
SO-10400,27 Mar 2026,West,Subscriptions,$675.47
SO-10401,2026-03-27,West,Services,"$1,676.43"
SO-10402,2026-03-27,South,Hardware,"$4,035.33"
SO-10038,8 Jan 2026,North,Services,"$5,725.41"
SO-10403,28 Mar 2026,East,Subscriptions,$189.71
SO-10404,2026-03-28,West,Hardware,"$7,605.14"
SO-10405,28 Mar 2026,South,Subscriptions,$291.77
SO-10406,03/28/2026,East,Hardware,"$4,544.47"
SO-10407,2026-03-29,East,Hardware,"$1,780.16"
SO-10408,2026-03-29,South,Subscriptions,$720.58
SO-10409,29 Mar 2026,West,Hardware,$715.14
SO-10410,03/29/2026,East,Services,"$4,788.28"
SO-10411,03/29/2026,South,Services,"$3,336.11"
SO-10412,03/30/2026,East,Hardware,"$3,086.77"
SO-10413,31 Mar 2026,South,Hardware,"$7,492.79"
SO-10414,03/31/2026,West,Services,"$2,864.29"
SO-10415,2026-03-31,West,Subscriptions,"$1,270.51"
SO-10416,31 Mar 2026,South,Subscriptions,$160.14
SO-10417,31 Mar 2026,South,Subscriptions,$477.30
SO-10418,31 Mar 2026,South,Subscriptions,"$1,394.98"
SO-10419,03/31/2026,East,Services,$608.68
SO-10420,04/01/2026,East,Subscriptions,"$1,214.00"
SO-10421,2026-04-01,South,Subscriptions,$712.59
SO-10422,1 Apr 2026,North,Services,"$2,560.20"
SO-10423,2026-04-01,West,Subscriptions,$703.55
SO-10424,1 Apr 2026,South,Subscriptions,$377.08
SO-10425,1 Apr 2026,South,Subscriptions,$537.00
SO-10426,2026-04-02,North,Subscriptions,"$1,028.25"
SO-10427,2 Apr 2026,East,Subscriptions,"$1,484.89"
SO-10428,2026-04-02,East,Subscriptions,"$1,424.53"
SO-10429,2 Apr 2026,North,Subscriptions,$903.70
SO-10430,04/02/2026,North,Services,"$4,970.92"
SO-10431,2026-04-02,North,Hardware,"$3,092.25"
SO-10432,2026-04-03,North,Subscriptions,"$1,024.65"
SO-10433,04/03/2026,North,Subscriptions,$714.31
SO-10434,3 Apr 2026,North,Services,"$2,825.44"
SO-10435,2026-04-03,West,Hardware,"$5,068.25"
SO-10436,04/03/2026,South,Services,"$1,066.08"
SO-10437,2026-04-04,West,Hardware,"$1,359.89"
SO-10438,2026-04-04,West,Hardware,"$3,107.03"
SO-10439,04/04/2026,East,Hardware,"$4,998.78"
SO-10440,4 Apr 2026,South,Hardware,"$2,227.70"
SO-10441,04/04/2026,North,Subscriptions,"$1,265.26"
SO-10442,4 Apr 2026,South,Subscriptions,$833.23
SO-10443,2026-04-05,North,Services,"$4,973.91"
SO-10444,5 Apr 2026,West,Services,"$2,149.44"
SO-10445,2026-04-05,North,Hardware,"$7,445.94"
SO-10446,2026-04-05,South,Subscriptions,"$1,315.95"
SO-10447,5 Apr 2026,South,Hardware,"$6,068.47"
SO-10448,04/05/2026,North,Services,"$1,064.66"
SO-10449,04/06/2026,West,Hardware,$953.70
SO-10450,04/06/2026,South,Subscriptions,$403.48
SO-10451,2026-04-06,North,Subscriptions,$791.28
SO-10452,2026-04-06,East,Services,"$1,821.39"
SO-10453,6 Apr 2026,North,Subscriptions,$226.02
SO-10454,04/06/2026,East,Hardware,"$1,934.07"
SO-10455,2026-04-07,East,Hardware,"$1,714.06"
SO-10456,04/07/2026,West,Subscriptions,$651.21
SO-10457,2026-04-07,South,Subscriptions,"$1,217.41"
SO-10458,2026-04-07,East,Hardware,"$4,158.76"
SO-10459,2026-04-08,West,Hardware,"$6,639.88"
SO-10460,2026-04-08,West,Hardware,"$8,132.17"
SO-10461,8 Apr 2026,East,Services,"$5,905.19"
SO-10462,9 Apr 2026,South,Subscriptions,$652.67
SO-10463,04/09/2026,West,Hardware,"$5,988.26"
SO-10464,9 Apr 2026,North,Subscriptions,"$1,288.84"
SO-10465,9 Apr 2026,West,Subscriptions,"$1,301.14"
SO-10466,04/10/2026,West,Services,"$5,633.17"
SO-10467,04/10/2026,North,Services,"$2,315.35"
SO-10468,10 Apr 2026,North,Hardware,"$3,463.94"
SO-10307,1 Mar 2026,West,Hardware,"$2,684.27"
SO-10469,10 Apr 2026,East,Services,"$2,790.71"
SO-10470,10 Apr 2026,West,Hardware,"$5,991.57"
SO-10471,2026-04-11,East,Services,$834.44
SO-10472,2026-04-11,North,Subscriptions,$171.15
SO-10473,04/11/2026,South,Subscriptions,"$1,194.02"
SO-10474,2026-04-11,East,Hardware,"$8,655.61"
