Check #,Opened,Server,Menu Group,Item,Parent Item,Qty,Gross Price,Discount,Discount Reason,Net Price,Voided
40262,08/02/2026 10:41 AM,Maribel,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40263,08/02/2026 02:57 PM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40263,08/02/2026 02:57 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40263,08/02/2026 02:57 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40264,08/02/2026 02:55 PM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40264,08/02/2026 02:55 PM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40264,08/02/2026 02:55 PM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40264,08/02/2026 02:55 PM,Kai,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
40265,08/02/2026 10:50 AM,Ines,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40266,08/02/2026 08:48 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40266,08/02/2026 08:48 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,3.00,Comp - manager,0.00,No
40266,08/02/2026 08:48 AM,Ines,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40266,08/02/2026 08:48 AM,Ines,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
40266,08/02/2026 08:48 AM,Ines,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
40267,08/02/2026 02:02 PM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40267,08/02/2026 02:02 PM,Maribel,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,1.00,No
40267,08/02/2026 02:02 PM,Maribel,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40268,08/02/2026 07:31 AM,Rashid,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
40268,08/02/2026 07:31 AM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40269,08/02/2026 09:17 AM,Theo,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40270,08/02/2026 12:26 PM,Rashid,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40270,08/02/2026 12:26 PM,Rashid,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40270,08/02/2026 12:26 PM,Rashid,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40271,08/02/2026 09:08 AM,Maribel,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40272,08/02/2026 07:46 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40272,08/02/2026 07:46 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40273,08/02/2026 02:31 PM,Ines,Coffee & Tea,Latte,,1,5.25,2.62,Staff meal 50%,2.63,No
40273,08/02/2026 02:31 PM,Ines,Modifiers,+ Extra shot,Latte,1,1.00,0.50,Staff meal 50%,0.50,No
40274,08/02/2026 01:16 PM,Maribel,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40275,08/02/2026 09:05 AM,Rashid,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40275,08/02/2026 09:05 AM,Rashid,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
40275,08/02/2026 09:05 AM,Rashid,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40275,08/02/2026 09:05 AM,Rashid,Modifiers,+ Add avocado,Breakfast Sandwich,1,2.00,0.00,,2.00,No
40276,08/02/2026 02:05 PM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40276,08/02/2026 02:05 PM,Theo,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
40276,08/02/2026 02:05 PM,Theo,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40277,08/02/2026 10:00 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40277,08/02/2026 10:00 AM,Theo,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40277,08/02/2026 10:00 AM,Theo,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40278,08/02/2026 10:06 AM,Ines,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
40278,08/02/2026 10:06 AM,Ines,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
40278,08/02/2026 10:06 AM,Ines,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40279,08/02/2026 09:54 AM,Rashid,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
40279,08/02/2026 09:54 AM,Rashid,Modifiers,+ Add bacon,Turkey Club,1,2.50,0.00,,2.50,No
40279,08/02/2026 09:54 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40280,08/02/2026 09:16 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40280,08/02/2026 09:16 AM,Kai,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40280,08/02/2026 09:16 AM,Kai,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40281,08/02/2026 02:36 PM,Maribel,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40282,08/02/2026 08:36 AM,Ines,Coffee & Tea,Cold Brew,,1,4.50,4.50,Comp - manager,0.00,No
40282,08/02/2026 08:36 AM,Ines,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40283,08/02/2026 11:21 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40283,08/02/2026 11:21 AM,Rashid,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40284,08/02/2026 11:22 AM,Theo,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40284,08/02/2026 11:22 AM,Theo,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40284,08/02/2026 11:22 AM,Theo,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40284,08/02/2026 11:22 AM,Theo,Modifiers,+ Add egg,Avocado Toast,1,1.50,0.00,,1.50,No
40285,08/02/2026 08:11 AM,Rashid,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40285,08/02/2026 08:11 AM,Rashid,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40286,08/02/2026 12:42 PM,Kai,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40287,08/02/2026 11:06 AM,Theo,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40287,08/02/2026 11:06 AM,Theo,Modifiers,+ Oat milk,Cold Brew,1,0.75,0.00,,0.75,No
40287,08/02/2026 11:06 AM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40288,08/02/2026 10:31 AM,Theo,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
40288,08/02/2026 10:31 AM,Theo,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40289,08/03/2026 08:45 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40289,08/03/2026 08:45 AM,Maribel,Modifiers,+ Vanilla syrup,Latte,1,0.60,0.00,,0.60,No
40289,08/03/2026 08:45 AM,Maribel,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40290,08/03/2026 08:51 AM,Rashid,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40291,08/03/2026 01:19 PM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40291,08/03/2026 01:19 PM,Kai,Modifiers,+ Add avocado,Breakfast Sandwich,1,2.00,0.00,,2.00,No
40292,08/03/2026 10:19 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40292,08/03/2026 10:19 AM,Kai,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
40292,08/03/2026 10:19 AM,Kai,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
40292,08/03/2026 10:19 AM,Kai,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40293,08/03/2026 02:47 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40293,08/03/2026 02:47 PM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40293,08/03/2026 02:47 PM,Maribel,Modifiers,+ Oat milk,Cold Brew,1,0.75,0.00,,0.75,No
40294,08/03/2026 09:33 AM,Kai,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40295,08/03/2026 11:47 AM,Rashid,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40295,08/03/2026 11:47 AM,Rashid,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40295,08/03/2026 11:47 AM,Rashid,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
40295,08/03/2026 11:47 AM,Rashid,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40296,08/03/2026 08:09 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40296,08/03/2026 08:09 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40296,08/03/2026 08:09 AM,Maribel,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
40296,08/03/2026 08:09 AM,Maribel,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,1.00,No
40296,08/03/2026 08:09 AM,Maribel,Modifiers,+ Vanilla syrup,Latte,1,0.60,0.00,,0.60,No
40297,08/03/2026 11:48 AM,Maribel,Coffee & Tea,Chai Tea,,1,4.75,4.75,Comp - manager,0.00,No
40297,08/03/2026 11:48 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40298,08/03/2026 07:43 AM,Maribel,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40298,08/03/2026 07:43 AM,Maribel,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
40298,08/03/2026 07:43 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40299,08/03/2026 11:53 AM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40299,08/03/2026 11:53 AM,Kai,Modifiers,+ Extra shot,Cappuccino,1,1.00,0.00,,1.00,No
40300,08/03/2026 02:53 PM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,0.00,Yes
40301,08/03/2026 02:34 PM,Theo,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40302,08/03/2026 11:30 AM,Ines,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40302,08/03/2026 11:30 AM,Ines,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
40302,08/03/2026 11:30 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40303,08/03/2026 09:20 AM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,2.38,Staff meal 50%,2.37,No
40303,08/03/2026 09:20 AM,Rashid,Modifiers,+ Extra shot,Cappuccino,1,1.00,0.50,Staff meal 50%,0.50,No
40303,08/03/2026 09:20 AM,Rashid,Bakery,Chocolate Chip Cookie,,1,2.75,1.38,Staff meal 50%,1.37,No
40303,08/03/2026 09:20 AM,Rashid,Lunch,Greek Salad,,1,12.00,6.00,Staff meal 50%,6.00,No
40304,08/03/2026 08:07 AM,Maribel,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40304,08/03/2026 08:07 AM,Maribel,Modifiers,+ Add avocado,Breakfast Sandwich,1,2.00,0.00,,2.00,No
40305,08/03/2026 01:47 PM,Ines,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40305,08/03/2026 01:47 PM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40305,08/03/2026 01:47 PM,Ines,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40306,08/03/2026 07:15 AM,Ines,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40306,08/03/2026 07:15 AM,Ines,Modifiers,+ Vanilla syrup,Cold Brew,1,0.60,0.00,,0.60,No
40306,08/03/2026 07:15 AM,Ines,Lunch,Turkey Club,,1,13.50,13.50,Comp - manager,0.00,No
40306,08/03/2026 07:15 AM,Ines,Modifiers,+ Add bacon,Turkey Club,1,2.50,2.50,Comp - manager,0.00,No
40307,08/03/2026 11:20 AM,Theo,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40307,08/03/2026 11:20 AM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40307,08/03/2026 11:20 AM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40307,08/03/2026 11:20 AM,Theo,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
40308,08/03/2026 09:40 AM,Ines,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40309,08/03/2026 01:48 PM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40310,08/03/2026 02:37 PM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40310,08/03/2026 02:37 PM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40310,08/03/2026 02:37 PM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40311,08/03/2026 12:36 PM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40311,08/03/2026 12:36 PM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40311,08/03/2026 12:36 PM,Maribel,Modifiers,+ Oat milk,Cold Brew,1,0.75,0.00,,0.75,No
40311,08/03/2026 12:36 PM,Maribel,Modifiers,+ Vanilla syrup,Cold Brew,1,0.60,0.00,,0.60,No
40312,08/03/2026 07:06 AM,Ines,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40313,08/03/2026 11:17 AM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40313,08/03/2026 11:17 AM,Theo,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40313,08/03/2026 11:17 AM,Theo,Coffee & Tea,Cold Brew,,1,4.50,4.50,Comp - manager,0.00,No
40314,08/03/2026 02:44 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40315,08/03/2026 08:22 AM,Maribel,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40316,08/03/2026 01:11 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40316,08/03/2026 01:11 PM,Maribel,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40316,08/03/2026 01:11 PM,Maribel,Modifiers,+ Add egg,Avocado Toast,1,1.50,0.00,,1.50,No
40316,08/03/2026 01:11 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40317,08/03/2026 07:10 AM,Theo,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40318,08/03/2026 10:49 AM,Rashid,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
