order_id,order_date,sku,product_name,qty,unit_price
ORD-30454,2026-04-13,HL-300,Headlamp 300lm,2,45.00
ORD-30456,2026-04-13,TJ-L-BLU,Trail Jacket L,3,129.00
ORD-30551,2026-04-13,WB-1L,Water Bottle 1L,1,32.00
ORD-30669,2026-04-13,TP-PR,Trekking Pole pair,3,79.00
ORD-31010,2026-04-13,DB-20,Dry Bag 20L,1,29.00
ORD-31084,2026-04-13,WS-3PK,Wool Sock 3pk,1,24.00
ORD-31117,2026-04-13,WS-3PK,Wool Sock 3pk,2,24.00
ORD-30581,2026-04-14,TJ-L-BLU,Trail Jacket L,2,129.00
ORD-30668,2026-04-14,TP-PR,Trekking Pole pair,1,79.00
ORD-30709,2026-04-14,HL-300,Headlamp 300lm,1,45.00
ORD-30731,2026-04-14,HL-300,Headlamp 300lm,1,45.00
ORD-30740,2026-04-14,TP-PR,Trekking Pole pair,2,79.00
ORD-30762,2026-04-14,TP-PR,Trekking Pole pair,1,79.00
ORD-31047,2026-04-14,MC-01,Map Case,3,14.00
ORD-31051,2026-04-14,DB-20,Dry Bag 20L,2,29.00
ORD-31174,2026-04-14,HL-300,Headlamp 300lm,1,45.00
ORD-30502,2026-04-15,TJ-M-BLU,Trail Jacket M,2,129.00
ORD-30557,2026-04-15,HL-300,Headlamp 300lm,1,45.00
ORD-30584,2026-04-15,DB-20,Dry Bag 20L,1,29.00
ORD-30920,2026-04-15,MC-01,Map Case,2,14.00
ORD-30955,2026-04-15,MC-01,Map Case,1,14.00
ORD-31030,2026-04-15,WS-3PK,Wool Sock 3pk,3,24.00
ORD-31090,2026-04-15,CS-01,Camp Stove,3,89.00
ORD-30499,2026-04-16,WB-1L,Water Bottle 1L,2,32.00
ORD-30504,2026-04-16,DB-20,Dry Bag 20L,1,29.00
ORD-30654,2026-04-16,HL-300,Headlamp 300lm,3,45.00
ORD-30744,2026-04-16,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-30897,2026-04-16,TP-PR,Trekking Pole pair,1,79.00
ORD-31001,2026-04-16,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-31136,2026-04-16,TP-PR,Trekking Pole pair,1,79.00
ORD-31179,2026-04-16,MC-01,Map Case,1,14.00
ORD-30482,2026-04-17,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30547,2026-04-17,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30619,2026-04-17,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30655,2026-04-17,TP-PR,Trekking Pole pair,3,79.00
ORD-30697,2026-04-17,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30813,2026-04-17,HL-300,Headlamp 300lm,1,45.00
ORD-30837,2026-04-17,TP-PR,Trekking Pole pair,1,79.00
ORD-30841,2026-04-17,WB-1L,Water Bottle 1L,3,32.00
ORD-30914,2026-04-17,CS-01,Camp Stove,1,89.00
ORD-30958,2026-04-17,HL-300,Headlamp 300lm,1,45.00
ORD-30989,2026-04-17,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-31160,2026-04-17,TJ-L-BLU,Trail Jacket L,3,129.00
ORD-30453,2026-04-18,HL-300,Headlamp 300lm,1,45.00
ORD-30527,2026-04-18,WB-1L,Water Bottle 1L,3,32.00
ORD-30569,2026-04-18,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30839,2026-04-18,WB-1L,Water Bottle 1L,3,32.00
ORD-30851,2026-04-18,TP-PR,Trekking Pole pair,2,79.00
ORD-30980,2026-04-18,DB-20,Dry Bag 20L,3,29.00
ORD-31065,2026-04-18,WS-3PK,Wool Sock 3pk,1,24.00
ORD-31074,2026-04-18,DB-20,Dry Bag 20L,1,29.00
ORD-31172,2026-04-18,MC-01,Map Case,1,14.00
ORD-30468,2026-04-19,MC-01,Map Case,1,14.00
ORD-30496,2026-04-19,WB-1L,Water Bottle 1L,1,32.00
ORD-30614,2026-04-19,HL-300,Headlamp 300lm,2,45.00
ORD-30641,2026-04-19,DB-20,Dry Bag 20L,3,29.00
ORD-30913,2026-04-19,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30960,2026-04-19,TP-PR,Trekking Pole pair,3,79.00
ORD-31116,2026-04-19,CS-01,Camp Stove,3,89.00
ORD-31132,2026-04-19,WB-1L,Water Bottle 1L,1,32.00
ORD-30560,2026-04-20,HL-300,Headlamp 300lm,3,45.00
ORD-30605,2026-04-20,TJ-L-BLU,Trail Jacket L,2,129.00
ORD-30615,2026-04-20,TP-PR,Trekking Pole pair,2,79.00
ORD-30670,2026-04-20,TJ-M-BLU,Trail Jacket M,3,129.00
ORD-30808,2026-04-20,TP-PR,Trekking Pole pair,1,79.00
ORD-30884,2026-04-20,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30907,2026-04-20,CS-01,Camp Stove,3,89.00
ORD-30909,2026-04-20,CS-01,Camp Stove,1,89.00
ORD-30972,2026-04-20,DB-20,Dry Bag 20L,2,29.00
ORD-30973,2026-04-20,TJ-M-BLU,Trail Jacket M,2,129.00
ORD-31011,2026-04-20,MC-01,Map Case,2,14.00
ORD-31031,2026-04-20,TP-PR,Trekking Pole pair,3,79.00
ORD-31072,2026-04-20,WB-1L,Water Bottle 1L,1,32.00
ORD-31143,2026-04-20,CS-01,Camp Stove,1,89.00
ORD-31195,2026-04-20,MC-01,Map Case,2,14.00
ORD-31198,2026-04-20,CS-01,Camp Stove,1,89.00
ORD-30517,2026-04-21,CS-01,Camp Stove,2,89.00
ORD-30621,2026-04-21,WS-3PK,Wool Sock 3pk,3,24.00
ORD-30890,2026-04-21,TP-PR,Trekking Pole pair,1,79.00
ORD-30962,2026-04-21,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30979,2026-04-21,CS-01,Camp Stove,2,89.00
ORD-31022,2026-04-21,TP-PR,Trekking Pole pair,1,79.00
ORD-31054,2026-04-21,HL-300,Headlamp 300lm,3,45.00
ORD-30494,2026-04-22,CS-01,Camp Stove,1,89.00
ORD-30880,2026-04-22,MC-01,Map Case,1,14.00
ORD-30940,2026-04-22,DB-20,Dry Bag 20L,1,29.00
ORD-31101,2026-04-22,DB-20,Dry Bag 20L,2,29.00
ORD-30578,2026-04-23,MC-01,Map Case,2,14.00
ORD-30713,2026-04-23,WB-1L,Water Bottle 1L,1,32.00
ORD-30838,2026-04-23,MC-01,Map Case,1,14.00
ORD-30879,2026-04-23,WB-1L,Water Bottle 1L,1,32.00
ORD-30918,2026-04-23,MC-01,Map Case,1,14.00
ORD-31015,2026-04-23,WS-3PK,Wool Sock 3pk,2,24.00
ORD-31165,2026-04-23,WB-1L,Water Bottle 1L,1,32.00
ORD-31182,2026-04-23,DB-20,Dry Bag 20L,2,29.00
ORD-30478,2026-04-24,WB-1L,Water Bottle 1L,3,32.00
ORD-30479,2026-04-24,TJ-M-BLU,Trail Jacket M,2,129.00
ORD-30554,2026-04-24,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-30632,2026-04-24,HL-300,Headlamp 300lm,2,45.00
ORD-30695,2026-04-24,HL-300,Headlamp 300lm,1,45.00
ORD-30712,2026-04-24,TP-PR,Trekking Pole pair,1,79.00
ORD-30768,2026-04-24,DB-20,Dry Bag 20L,1,29.00
ORD-30936,2026-04-24,TP-PR,Trekking Pole pair,1,79.00
ORD-30998,2026-04-24,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-31144,2026-04-24,CS-01,Camp Stove,1,89.00
ORD-31157,2026-04-24,CS-01,Camp Stove,1,89.00
ORD-30491,2026-04-25,WB-1L,Water Bottle 1L,1,32.00
ORD-30597,2026-04-25,CS-01,Camp Stove,1,89.00
ORD-30657,2026-04-25,TJ-M-BLU,Trail Jacket M,3,129.00
ORD-30659,2026-04-25,DB-20,Dry Bag 20L,1,29.00
ORD-30852,2026-04-25,CS-01,Camp Stove,3,89.00
ORD-31201,2026-04-25,TP-PR,Trekking Pole pair,1,79.00
ORD-31202,2026-04-25,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30603,2026-04-26,DB-20,Dry Bag 20L,1,29.00
ORD-30798,2026-04-26,HL-300,Headlamp 300lm,2,45.00
ORD-31133,2026-04-26,DB-20,Dry Bag 20L,2,29.00
ORD-30562,2026-04-27,HL-300,Headlamp 300lm,2,45.00
ORD-30601,2026-04-27,TJ-M-BLU,Trail Jacket M,3,129.00
ORD-30717,2026-04-27,HL-300,Headlamp 300lm,1,45.00
ORD-30772,2026-04-27,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30854,2026-04-27,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30901,2026-04-27,MC-01,Map Case,2,14.00
ORD-31177,2026-04-27,CS-01,Camp Stove,1,89.00
ORD-30486,2026-04-28,TP-PR,Trekking Pole pair,2,79.00
ORD-30602,2026-04-28,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30753,2026-04-28,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30493,2026-04-29,CS-01,Camp Stove,3,89.00
ORD-30535,2026-04-29,DB-20,Dry Bag 20L,1,29.00
ORD-30590,2026-04-29,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30693,2026-04-29,CS-01,Camp Stove,2,89.00
ORD-30771,2026-04-29,WB-1L,Water Bottle 1L,1,32.00
ORD-30789,2026-04-29,TP-PR,Trekking Pole pair,2,79.00
ORD-30790,2026-04-29,DB-20,Dry Bag 20L,1,29.00
ORD-31019,2026-04-29,WB-1L,Water Bottle 1L,2,32.00
ORD-31127,2026-04-29,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30677,2026-04-30,CS-01,Camp Stove,1,89.00
ORD-30683,2026-04-30,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30725,2026-04-30,MC-01,Map Case,3,14.00
ORD-30760,2026-04-30,WS-3PK,Wool Sock 3pk,3,24.00
ORD-30820,2026-04-30,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-31073,2026-04-30,TJ-M-BLU,Trail Jacket M,2,129.00
ORD-31104,2026-04-30,MC-01,Map Case,3,14.00
ORD-31115,2026-04-30,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-31145,2026-04-30,TJ-L-BLU,Trail Jacket L,2,129.00
ORD-31153,2026-04-30,TP-PR,Trekking Pole pair,1,79.00
ORD-31158,2026-04-30,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-31186,2026-04-30,DB-20,Dry Bag 20L,1,29.00
ORD-30577,2026-05-01,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30830,2026-05-01,TJ-L-BLU,Trail Jacket L,2,129.00
ORD-30889,2026-05-01,MC-01,Map Case,1,14.00
ORD-30978,2026-05-01,DB-20,Dry Bag 20L,2,29.00
ORD-31021,2026-05-01,CS-01,Summit Stove,1,89.00
ORD-31191,2026-05-01,HL-300,Headlamp 300lm,1,45.00
ORD-30694,2026-05-02,WB-1L,Water Bottle 1L,3,32.00
ORD-30736,2026-05-02,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30812,2026-05-02,DB-20,Dry Bag 20L,1,29.00
ORD-30855,2026-05-02,CS-01,Summit Stove,3,89.00
ORD-30905,2026-05-02,MC-01,Map Case,2,14.00
ORD-30935,2026-05-02,WB-1L,Water Bottle 1L,1,32.00
ORD-31034,2026-05-02,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30518,2026-05-03,TJ-L-BLU,Trail Jacket L,2,129.00
ORD-30729,2026-05-03,TP-PR,Trekking Pole pair,2,79.00
ORD-30783,2026-05-03,DB-20,Dry Bag 20L,1,29.00
ORD-30794,2026-05-03,TJ-M-BLU,Trail Jacket M,2,129.00
ORD-30903,2026-05-03,WB-1L,Water Bottle 1L,1,32.00
ORD-30942,2026-05-03,TP-PR,Trekking Pole pair,3,79.00
ORD-31059,2026-05-03,WS-3PK,Wool Sock 3pk,2,24.00
ORD-31173,2026-05-03,TJ-L-BLU,Trail Jacket L,2,129.00
ORD-31184,2026-05-03,TP-PR,Trekking Pole pair,1,79.00
ORD-30507,2026-05-04,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-30596,2026-05-04,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30635,2026-05-04,HL-300,Headlamp 300lm,3,45.00
ORD-30734,2026-05-04,HL-300,Headlamp 300lm,2,45.00
ORD-30968,2026-05-04,WB-1L,Water Bottle 1L,3,32.00
ORD-30969,2026-05-04,CS-01,Summit Stove,2,89.00
ORD-30971,2026-05-04,MC-01,Map Case,1,14.00
ORD-30999,2026-05-04,WB-1L,Water Bottle 1L,1,32.00
ORD-31109,2026-05-04,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30492,2026-05-05,TJ-L-BLU,Trail Jacket L,2,129.00
ORD-30573,2026-05-05,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30891,2026-05-05,DB-20,Dry Bag 20L,1,29.00
ORD-30899,2026-05-05,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-31088,2026-05-05,WS-3PK,Wool Sock 3pk,1,24.00
ORD-31169,2026-05-05,TJ-M-BLU,Trail Jacket M,2,129.00
ORD-30487,2026-05-06,DB-20,Dry Bag 20L,1,29.00
ORD-30556,2026-05-06,DB-20,Dry Bag 20L,3,29.00
ORD-30742,2026-05-06,HL-300,Headlamp 300lm,1,45.00
ORD-30924,2026-05-06,HL-300,Headlamp 300lm,2,45.00
ORD-31045,2026-05-06,TJ-M-BLU,Trail Jacket M,2,129.00
ORD-30475,2026-05-07,DB-20,Dry Bag 20L,1,29.00
ORD-30529,2026-05-07,CS-01,Summit Stove,2,89.00
ORD-30639,2026-05-07,CS-01,Summit Stove,1,89.00
ORD-30732,2026-05-07,WB-1L,Water Bottle 1L,2,32.00
ORD-30778,2026-05-07,CS-01,Summit Stove,1,89.00
ORD-30823,2026-05-07,TJ-M-BLU,Trail Jacket M,2,129.00
ORD-30829,2026-05-07,WB-1L,Water Bottle 1L,2,32.00
ORD-30893,2026-05-07,MC-01,Map Case,1,14.00
ORD-30923,2026-05-07,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-31012,2026-05-07,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-31020,2026-05-07,CS-01,Summit Stove,1,89.00
ORD-31141,2026-05-07,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-30576,2026-05-08,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-30616,2026-05-08,DB-20,Dry Bag 20L,1,29.00
ORD-30656,2026-05-08,TJ-L-BLU,Trail Jacket L,2,129.00
ORD-30688,2026-05-08,MC-01,Map Case,2,14.00
ORD-30817,2026-05-08,DB-20,Dry Bag 20L,2,29.00
ORD-30853,2026-05-08,TP-PR,Trekking Pole pair,1,79.00
ORD-30910,2026-05-08,HL-300,Headlamp 300lm,1,45.00
ORD-31142,2026-05-08,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-30451,2026-05-09,DB-20,Dry Bag 20L,1,29.00
ORD-30471,2026-05-09,MC-01,Map Case,1,14.00
ORD-30553,2026-05-09,HL-300,Headlamp 300lm,2,45.00
ORD-30720,2026-05-09,TJ-L-BLU,Trail Jacket L,3,129.00
ORD-30751,2026-05-09,WS-3PK,Wool Sock 3pk,2,24.00
ORD-30799,2026-05-09,HL-300,Headlamp 300lm,2,45.00
ORD-31111,2026-05-09,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30531,2026-05-10,TP-PR,Trekking Pole pair,2,79.00
ORD-30666,2026-05-10,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-30802,2026-05-10,MC-01,Map Case,1,14.00
ORD-30831,2026-05-10,CS-01,Summit Stove,1,89.00
ORD-30847,2026-05-10,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30944,2026-05-10,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30961,2026-05-10,MC-01,Map Case,1,14.00
ORD-30992,2026-05-10,TP-PR,Trekking Pole pair,1,79.00
ORD-30997,2026-05-10,DB-20,Dry Bag 20L,1,29.00
ORD-30563,2026-05-11,CS-01,Summit Stove,2,89.00
ORD-30767,2026-05-11,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30814,2026-05-11,TP-PR,Trekking Pole pair,1,79.00
ORD-30850,2026-05-11,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-30976,2026-05-11,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-30988,2026-05-11,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30466,2026-05-12,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-30489,2026-05-12,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-30613,2026-05-12,TJ-M-BLU,Trail Jacket M,2,129.00
ORD-30649,2026-05-12,TJ-L-BLU,Trail Jacket L,2,129.00
ORD-30673,2026-05-12,HL-300,Headlamp 300lm,1,45.00
ORD-30689,2026-05-12,WS-3PK,Wool Sock 3pk,2,24.00
ORD-30706,2026-05-12,DB-20,Dry Bag 20L,1,29.00
ORD-30835,2026-05-12,CS-01,Summit Stove,2,89.00
ORD-31028,2026-05-12,MC-01,Map Case,1,14.00
ORD-31046,2026-05-12,TP-PR,Trekking Pole pair,2,79.00
ORD-31156,2026-05-12,WS-3PK,Wool Sock 3pk,1,24.00
ORD-31205,2026-05-12,WS-3PK,Wool Sock 3pk,2,24.00
ORD-30473,2026-05-13,MC-01,Map Case,1,14.00
ORD-30534,2026-05-13,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30570,2026-05-13,CS-01,Summit Stove,3,89.00
ORD-30580,2026-05-13,HL-300,Headlamp 300lm,1,45.00
ORD-30687,2026-05-13,DB-20,Dry Bag 20L,1,29.00
ORD-30763,2026-05-13,TP-PR,Trekking Pole pair,1,79.00
ORD-30764,2026-05-13,TP-PR,Trekking Pole pair,2,79.00
ORD-30878,2026-05-13,WB-1L,Water Bottle 1L,3,32.00
ORD-31017,2026-05-13,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-31076,2026-05-13,TJ-L-BLU,Trail Jacket L,3,129.00
ORD-31199,2026-05-13,WS-3PK,Wool Sock 3pk,3,24.00
ORD-30583,2026-05-14,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-30612,2026-05-14,CS-01,Summit Stove,3,89.00
ORD-30714,2026-05-14,MC-01,Map Case,1,14.00
ORD-30735,2026-05-14,TJ-L-BLU,Trail Jacket L,2,129.00
ORD-30784,2026-05-14,HL-300,Headlamp 300lm,1,45.00
ORD-30791,2026-05-14,TJ-L-BLU,Trail Jacket L,2,129.00
ORD-30885,2026-05-14,TP-PR,Trekking Pole pair,1,79.00
ORD-30902,2026-05-14,TP-PR,Trekking Pole pair,3,79.00
ORD-30926,2026-05-14,WB-1L,Water Bottle 1L,2,32.00
ORD-31053,2026-05-14,DB-20,Dry Bag 20L,1,29.00
ORD-31078,2026-05-14,MC-01,Map Case,1,14.00
ORD-31124,2026-05-14,TJ-L-BLU,Trail Jacket L,2,129.00
ORD-31171,2026-05-14,DB-20,Dry Bag 20L,2,29.00
ORD-31183,2026-05-14,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30676,2026-05-15,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30685,2026-05-15,HL-300,Headlamp 300lm,1,45.00
ORD-30786,2026-05-15,TJ-M-BLU,Trail Jacket M,1,129.00
ORD-30801,2026-05-15,WB-1L,Water Bottle 1L,1,32.00
ORD-30857,2026-05-15,WS-3PK,Wool Sock 3pk,1,24.00
ORD-30966,2026-05-15,TJ-L-BLU,Trail Jacket L,1,129.00
ORD-31056,2026-05-15,WS-3PK,Wool Sock 3pk,2,24.00
ORD-31170,2026-05-15,CS-01,Summit Stove,3,89.00
ORD-31187,2026-05-15,DB-20,Dry Bag 20L,3,29.00
ORD-30513,2026-05-16,DB-20,Dry Bag 20L,3,29.00
ORD-30522,2026-05-16,TP-PR,Trekking Pole pair,3,79.00
ORD-30644,2026-05-16,TP-PR,Trekking Pole pair,1,79.00
ORD-30674,2026-05-16,TJ-L-BLU,Trail Jacket L,1,129.00
